player,nationality,age,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,team,Pos1,Pos2
Sam Byram,eng ENG,25.0,14.4,46.0,23,28.0,11.0,7.0,24.0,49.0,49.0,25.0,236.0,74.0,31.4,126.0,83.0,27.0,50.0,10.0,0.0,40.0,24,70,75.0,0.0,Norwich City,DF,
Onel Hernández,cu CUB,26.0,15.4,37.0,27,17.0,10.0,10.0,13.0,32.0,40.6,19.0,244.0,84.0,34.4,96.0,86.0,62.0,21.0,2.0,1.0,19.0,19,56,10.0,0.0,Norwich City,FW,MF
Grant Hanley,sco SCO,27.0,14.0,27.0,17,16.0,11.0,0.0,11.0,19.0,57.9,8.0,143.0,50.0,35.0,97.0,43.0,3.0,34.0,20.0,0.0,14.0,30,57,103.0,1.0,Norwich City,DF,
Marco Stiepermann,de GER,28.0,13.1,18.0,7,9.0,7.0,2.0,6.0,22.0,27.3,16.0,257.0,53.0,20.6,47.0,132.0,78.0,15.0,4.0,0.0,11.0,5,23,16.0,0.0,Norwich City,MF,
Tom Trybull,de GER,26.0,12.6,49.0,30,26.0,18.0,5.0,18.0,66.0,27.3,48.0,394.0,113.0,28.7,175.0,202.0,17.0,21.0,7.0,0.0,14.0,16,65,38.0,0.0,Norwich City,MF,
Ondrej Duda,sk SVK,24.0,8.0,19.0,15,10.0,6.0,3.0,7.0,20.0,35.0,13.0,197.0,54.0,27.4,52.0,105.0,40.0,18.0,2.0,0.0,16.0,6,25,7.0,0.0,Norwich City,MF,
Ibrahim Amadou,fr FRA,26.0,8.4,21.0,7,12.0,8.0,1.0,3.0,11.0,27.3,8.0,107.0,26.0,24.3,64.0,40.0,3.0,8.0,6.0,0.0,2.0,17,38,58.0,1.0,Norwich City,DF,MF
Lukas Rupp,de GER,28.0,7.7,13.0,9,7.0,3.0,3.0,2.0,15.0,13.3,13.0,192.0,48.0,25.0,80.0,83.0,29.0,17.0,1.0,0.0,16.0,14,27,4.0,1.0,Norwich City,FW,MF
Moritz Leitner,de GER,26.0,7.6,18.0,9,10.0,6.0,2.0,5.0,20.0,25.0,15.0,160.0,33.0,20.6,85.0,49.0,26.0,18.0,5.0,0.0,13.0,8,26,6.0,0.0,Norwich City,MF,
Timm Klose,ch SUI,31.0,6.5,9.0,4,4.0,5.0,0.0,5.0,11.0,45.5,6.0,54.0,24.0,44.4,37.0,17.0,0.0,11.0,6.0,0.0,5.0,8,17,29.0,2.0,Norwich City,DF,
Mario Vrančić,ba BIH,30.0,7.1,27.0,14,13.0,13.0,1.0,13.0,27.0,48.1,14.0,132.0,31.0,23.5,60.0,51.0,21.0,14.0,1.0,0.0,13.0,8,35,7.0,1.0,Norwich City,MF,
Josip Drmić,ch SUI,26.0,7.2,4.0,3,2.0,1.0,1.0,1.0,11.0,9.1,10.0,133.0,35.0,26.3,24.0,54.0,55.0,8.0,0.0,0.0,8.0,1,5,5.0,1.0,Norwich City,FW,MF
Adam Idah,ie IRL,18.0,2.5,4.0,4,2.0,1.0,1.0,1.0,3.0,33.3,2.0,36.0,9.0,25.0,9.0,14.0,13.0,6.0,0.0,0.0,6.0,0,4,1.0,0.0,Norwich City,FW,MF
Michael McGovern,nir NIR,35.0,1.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Norwich City,GK,
Ralf Fährmann,de GER,30.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Norwich City,GK,
Dennis Srbeny,de GER,25.0,0.5,5.0,4,3.0,2.0,0.0,1.0,3.0,33.3,2.0,20.0,9.0,45.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0,5,1.0,0.0,Norwich City,MF,FW
Josh Martin,eng ENG,17.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,15.4,6.0,3.0,4.0,1.0,0.0,0.0,1.0,1,1,0.0,0.0,Norwich City,FW,
Patrick Roberts,eng ENG,22.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Norwich City,MF,FW
Akin Famewo,eng ENG,20.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Norwich City,MF,
Jordan Thomas,eng ENG,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Norwich City,FW,
George Baldock,eng ENG,26.0,38.0,74.0,45,44.0,17.0,13.0,25.0,48.0,52.1,23.0,564.0,158.0,28.0,243.0,209.0,112.0,63.0,5.0,0.0,58.0,37,111,87.0,3.0,Sheffield Utd,DF,
Enda Stevens,ie IRL,29.0,37.2,76.0,43,43.0,25.0,8.0,24.0,74.0,32.4,50.0,609.0,162.0,26.6,277.0,225.0,107.0,76.0,6.0,0.0,70.0,36,112,89.0,2.0,Sheffield Utd,DF,
Chris Basham,eng ENG,31.0,36.0,84.0,50,57.0,23.0,4.0,32.0,79.0,40.5,47.0,416.0,135.0,32.5,264.0,119.0,33.0,57.0,19.0,1.0,38.0,73,157,264.0,2.0,Sheffield Utd,DF,
Oliver Norwood,nir NIR,28.0,34.3,75.0,44,42.0,27.0,6.0,23.0,91.0,25.3,68.0,586.0,162.0,27.6,266.0,258.0,62.0,46.0,13.0,0.0,33.0,51,126,64.0,0.0,Sheffield Utd,MF,
Dean Henderson,eng ENG,22.0,36.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,3.0,0.0,Sheffield Utd,GK,
John Egan,ie IRL,26.0,35.4,45.0,27,32.0,13.0,0.0,21.0,45.0,46.7,24.0,296.0,101.0,34.1,209.0,80.0,7.0,73.0,33.0,0.0,40.0,56,101,270.0,4.0,Sheffield Utd,DF,
Jack O'Connell,eng ENG,25.0,32.4,35.0,20,22.0,10.0,3.0,14.0,29.0,48.3,15.0,266.0,91.0,34.2,152.0,89.0,25.0,75.0,21.0,0.0,54.0,41,76,214.0,1.0,Sheffield Utd,DF,
John Fleck,sco SCO,27.0,28.0,38.0,24,17.0,15.0,6.0,18.0,74.0,24.3,56.0,551.0,146.0,26.5,150.0,289.0,112.0,44.0,3.0,0.0,41.0,24,62,24.0,0.0,Sheffield Utd,MF,
John Lundstram,eng ENG,25.0,27.3,50.0,33,22.0,18.0,10.0,19.0,68.0,27.9,49.0,605.0,172.0,28.4,173.0,302.0,130.0,29.0,4.0,0.0,25.0,33,83,51.0,0.0,Sheffield Utd,MF,
Oliver McBurnie,sco SCO,23.0,23.5,35.0,21,9.0,20.0,6.0,7.0,39.0,17.9,32.0,619.0,150.0,24.2,57.0,291.0,271.0,33.0,3.0,0.0,30.0,18,53,43.0,0.0,Sheffield Utd,FW,
David McGoldrick,ie IRL,31.0,20.2,42.0,26,10.0,23.0,9.0,5.0,17.0,29.4,12.0,460.0,118.0,25.7,46.0,241.0,173.0,20.0,3.0,1.0,17.0,3,45,24.0,0.0,Sheffield Utd,FW,
Sander Berge,no NOR,21.0,10.5,26.0,17,5.0,15.0,6.0,6.0,15.0,40.0,9.0,248.0,63.0,25.4,52.0,132.0,64.0,28.0,1.0,0.0,27.0,10,36,16.0,0.0,Sheffield Utd,MF,
Lys Mousset,fr FRA,23.0,13.8,11.0,4,2.0,5.0,4.0,2.0,7.0,28.6,5.0,296.0,83.0,28.0,12.0,120.0,164.0,10.0,3.0,0.0,7.0,4,15,2.0,0.0,Sheffield Utd,FW,
Billy Sharp,eng ENG,33.0,11.7,9.0,5,3.0,2.0,4.0,1.0,4.0,25.0,3.0,217.0,55.0,25.3,16.0,91.0,110.0,4.0,0.0,0.0,4.0,1,10,1.0,0.0,Sheffield Utd,FW,
Callum Robinson,ie IRL,24.0,7.5,4.0,4,1.0,1.0,2.0,1.0,4.0,25.0,3.0,178.0,50.0,28.1,29.0,80.0,69.0,4.0,0.0,0.0,4.0,5,9,2.0,0.0,Sheffield Utd,FW,
Ben Osborn,eng ENG,24.0,6.6,18.0,10,14.0,3.0,1.0,4.0,15.0,26.7,11.0,163.0,40.0,24.5,58.0,70.0,35.0,17.0,1.0,0.0,16.0,6,24,10.0,0.0,Sheffield Utd,MF,DF
Jack Robinson,eng ENG,25.0,5.6,9.0,3,5.0,4.0,0.0,5.0,10.0,50.0,5.0,53.0,16.0,30.2,32.0,19.0,2.0,15.0,5.0,0.0,10.0,7,16,39.0,0.0,Sheffield Utd,DF,
Luke Freeman,eng ENG,27.0,4.1,5.0,4,1.0,2.0,2.0,2.0,9.0,22.2,7.0,96.0,24.0,25.0,31.0,42.0,23.0,9.0,0.0,0.0,9.0,9,14,6.0,0.0,Sheffield Utd,MF,
Muhamed Bešić,ba BIH,26.0,2.8,9.0,6,6.0,3.0,0.0,2.0,6.0,33.3,4.0,71.0,17.0,23.9,29.0,33.0,9.0,4.0,0.0,0.0,4.0,2,11,5.0,0.0,Sheffield Utd,MF,
Phil Jagielka,eng ENG,36.0,2.7,6.0,4,4.0,2.0,0.0,1.0,6.0,16.7,5.0,26.0,9.0,34.6,18.0,8.0,0.0,9.0,5.0,0.0,4.0,4,10,26.0,0.0,Sheffield Utd,DF,
Simon Moore,eng ENG,29.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Sheffield Utd,GK,
Richairo Živković,nl NED,22.0,1.2,2.0,2,0.0,2.0,0.0,0.0,1.0,0.0,1.0,39.0,13.0,33.3,2.0,17.0,20.0,1.0,0.0,0.0,1.0,0,2,0.0,0.0,Sheffield Utd,FW,
Leon Clarke,eng ENG,34.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,29.4,2.0,7.0,8.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,Sheffield Utd,FW,MF
Jack Rodwell,eng ENG,28.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Sheffield Utd,MF,
Ravel Morrison,eng ENG,26.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Sheffield Utd,MF,
Kieron Freeman,wal WAL,27.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Sheffield Utd,FW,
James Ward-Prowse,eng ENG,24.0,38.0,95.0,56,31.0,52.0,12.0,37.0,105.0,35.2,68.0,826.0,244.0,29.5,286.0,409.0,131.0,67.0,14.0,0.0,53.0,54,149,109.0,2.0,Southampton,MF,DF
Jan Bednarek,pl POL,23.0,34.0,70.0,38,47.0,16.0,7.0,32.0,73.0,43.8,41.0,321.0,102.0,31.8,205.0,103.0,13.0,61.0,26.0,0.0,35.0,74,144,329.0,4.0,Southampton,DF,
Danny Ings,eng ENG,27.0,31.2,51.0,32,17.0,24.0,10.0,15.0,69.0,21.7,54.0,859.0,227.0,26.4,148.0,363.0,348.0,64.0,5.0,0.0,59.0,12,63,24.0,0.0,Southampton,FW,
Nathan Redmond,eng ENG,25.0,30.7,57.0,46,16.0,25.0,16.0,19.0,64.0,29.7,45.0,643.0,193.0,30.0,164.0,254.0,225.0,39.0,2.0,0.0,37.0,15,72,13.0,0.0,Southampton,MF,FW
Ryan Bertrand,eng ENG,29.0,30.5,48.0,28,20.0,19.0,9.0,19.0,55.0,34.5,36.0,385.0,142.0,36.9,139.0,162.0,84.0,52.0,13.0,0.0,39.0,31,79,76.0,1.0,Southampton,DF,
Pierre Højbjerg,dk DEN,23.0,30.6,90.0,57,43.0,40.0,7.0,36.0,103.0,35.0,67.0,632.0,212.0,33.5,206.0,338.0,88.0,63.0,6.0,0.0,57.0,45,135,78.0,2.0,Southampton,MF,
Alex McCarthy,eng ENG,29.0,28.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,Southampton,GK,
Jack Stephens,eng ENG,25.0,27.2,56.0,35,41.0,14.0,1.0,21.0,49.0,42.9,28.0,223.0,78.0,35.0,145.0,70.0,8.0,60.0,26.0,0.0,34.0,30,86,183.0,2.0,Southampton,DF,
Oriol Romeu,es ESP,27.0,20.7,56.0,39,22.0,28.0,6.0,29.0,83.0,34.9,54.0,441.0,141.0,32.0,169.0,222.0,50.0,58.0,15.0,0.0,43.0,32,88,56.0,0.0,Southampton,MF,
Stuart Armstrong,sco SCO,27.0,19.1,49.0,25,27.0,14.0,8.0,13.0,46.0,28.3,33.0,407.0,129.0,31.7,115.0,187.0,105.0,24.0,5.0,0.0,19.0,10,59,22.0,1.0,Southampton,MF,
Jannik Vestergaard,dk DEN,26.0,16.6,25.0,12,19.0,5.0,1.0,8.0,28.0,28.6,20.0,134.0,49.0,36.6,86.0,45.0,3.0,22.0,9.0,0.0,13.0,24,49,163.0,1.0,Southampton,DF,
Cédric Soares,pt POR,27.0,14.5,46.0,24,22.0,21.0,3.0,18.0,38.0,47.4,20.0,298.0,92.0,30.9,144.0,114.0,40.0,37.0,4.0,0.0,33.0,18,64,59.0,0.0,Southampton,DF,
