player,nationality,age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,team,Pos1,Pos2
Dwight McNeil,eng ENG,19.0,38,"3,338",88.0,97.6,37.1,38,88.0,0,0.0,0,1.42,41.0,48.0,-7.0,-0.19,-0.19,43.0,45.5,-2.5,-0.07,1.54,Burnley,MF,
Ashley Westwood,eng ENG,29.0,35,"3,150",90.0,92.1,35.0,35,90.0,0,0.0,0,1.54,42.0,39.0,3.0,0.09,3.42,41.3,43.0,-1.7,-0.05,0.7,Burnley,MF,
Ben Mee,eng ENG,29.0,32,"2,880",90.0,84.2,32.0,32,90.0,0,0.0,0,1.41,36.0,45.0,-9.0,-0.28,-0.61,35.2,40.2,-4.9,-0.15,-0.32,Burnley,DF,
Jack Cork,eng ENG,30.0,30,"2,613",87.0,76.4,29.0,30,87.0,0,0.0,0,1.4,31.0,41.0,-10.0,-0.34,-0.68,31.9,35.6,-3.7,-0.13,-0.09,Burnley,MF,
Chris Wood,nz NZL,27.0,32,"2,437",76.0,71.3,27.1,29,81.0,3,29.0,0,1.41,27.0,33.0,-6.0,-0.22,-0.13,30.8,33.9,-3.1,-0.11,-0.03,Burnley,FW,
Charlie Taylor,eng ENG,25.0,24,"1,945",81.0,56.9,21.6,22,85.0,2,41.0,6,1.63,24.0,18.0,6.0,0.28,1.07,23.7,29.7,-5.9,-0.27,-0.39,Burnley,DF,
Jeff Hendrick,ie IRL,27.0,24,"1,931",80.0,56.5,21.5,22,86.0,2,19.0,4,1.5,25.0,30.0,-5.0,-0.23,-0.11,26.5,27.4,-0.8,-0.04,0.15,Burnley,MF,
Phil Bardsley,sco SCO,34.0,21,"1,890",90.0,55.3,21.0,21,90.0,0,0.0,10,1.67,26.0,19.0,7.0,0.33,1.16,26.8,24.7,2.1,0.1,0.46,Burnley,DF,
Erik Pieters,nl NED,30.0,24,"1,878",78.0,54.9,20.9,21,85.0,3,32.0,12,1.25,22.0,35.0,-13.0,-0.62,-0.97,23.6,25.6,-2.0,-0.1,0.02,Burnley,DF,MF
Jay Rodriguez,eng ENG,30.0,36,"2,016",56.0,58.9,22.4,20,83.0,16,22.0,0,1.42,28.0,34.0,-6.0,-0.27,-0.2,29.2,31.4,-2.1,-0.1,0.02,Burnley,FW,
Matthew Lowton,eng ENG,30.0,17,"1,530",90.0,44.7,17.0,17,90.0,0,0.0,9,1.12,17.0,31.0,-14.0,-0.82,-1.16,17.0,23.1,-6.1,-0.36,-0.46,Burnley,DF,
Ashley Barnes,at AUT,29.0,19,"1,352",71.0,39.5,15.0,17,77.0,2,25.0,0,1.26,19.0,21.0,-2.0,-0.13,0.08,16.3,13.2,3.1,0.21,0.52,Burnley,FW,
Josh Brownhill,eng ENG,23.0,10,805,81.0,23.5,8.9,9,89.0,1,1.0,3,1.8,8.0,10.0,-2.0,-0.22,-0.05,8.8,12.8,-4.0,-0.44,-0.44,Burnley,MF,
Matěj Vydra,cz CZE,27.0,19,819,43.0,23.9,9.1,7,76.0,12,24.0,9,1.26,13.0,7.0,6.0,0.66,1.11,10.7,11.3,-0.6,-0.07,0.05,Burnley,FW,
Jóhann Berg Guðmundsson,is ISL,28.0,12,621,52.0,18.2,6.9,6,74.0,6,30.0,3,1.08,11.0,7.0,4.0,0.58,0.93,10.5,6.4,4.2,0.6,0.87,Burnley,MF,
Kevin Long,ie IRL,28.0,8,564,71.0,16.5,6.3,6,90.0,2,12.0,21,1.5,7.0,5.0,2.0,0.32,0.6,8.6,8.2,0.5,0.07,0.21,Burnley,DF,
Robbie Brady,ie IRL,27.0,17,454,27.0,13.3,5.0,5,64.0,12,11.0,13,1.0,7.0,10.0,-3.0,-0.59,-0.47,6.7,7.9,-1.2,-0.24,-0.16,Burnley,MF,
Aaron Lennon,eng ENG,32.0,16,496,31.0,14.5,5.5,4,82.0,12,14.0,10,1.31,3.0,15.0,-12.0,-2.18,-2.33,3.4,9.0,-5.6,-1.02,-1.07,Burnley,MF,
Danny Drinkwater,eng ENG,29.0,1,58,58.0,1.7,0.6,1,58.0,0,0.0,8,0.0,0.0,2.0,-2.0,-3.1,-2.97,0.1,1.5,-1.4,-2.18,-2.11,Burnley,MF,
Max Thompson,eng ENG,17.0,1,3,3.0,0.1,0.0,0,0.0,1,3.0,8,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.1,Burnley,FW,
Josh Benson,eng ENG,19.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,MF,
Anthony Driscoll-Glennon,eng ENG,19.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,DF,
Jimmy Dunne,ie IRL,21.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,DF,
Ben Gibson,eng ENG,26.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,DF,
Mace Goodridge,eng ENG,19.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,MF,
Joe Hart,eng ENG,32.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,GK,
Lukas Jensen,dk DEN,,0,0,0.0,0.0,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,GK,
Ali Koiki,eng ENG,18.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,DF,
Joel Mumbongo,se SWE,20.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,FW,
Bailey Peacock-Farrell,nir NIR,22.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,GK,
Bobby Thomas,,,0,0,0.0,0.0,0.0,0,0.0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,DF,
César Azpilicueta,es ESP,29.0,36,"3,229",90.0,94.4,35.9,36,90.0,0,0.0,2,1.75,67.0,53.0,14.0,0.39,-0.08,61.9,36.0,25.9,0.72,-0.95,Chelsea,DF,
Kepa Arrizabalaga,es ESP,24.0,33,"2,970",90.0,86.8,33.0,33,90.0,0,0.0,5,1.76,61.0,47.0,14.0,0.42,0.22,60.2,32.6,27.6,0.84,0.48,Chelsea,GK,
Mason Mount,eng ENG,20.0,37,"2,867",77.0,83.8,31.9,32,83.0,5,40.0,1,1.7,60.0,44.0,16.0,0.5,0.67,54.5,30.8,23.6,0.74,-0.19,Chelsea,MF,FW
Willian,br BRA,30.0,36,"2,600",72.0,76.0,28.9,29,85.0,7,21.0,0,1.75,52.0,35.0,17.0,0.59,0.81,52.8,26.7,26.1,0.9,0.54,Chelsea,FW,
Jorginho,it ITA,27.0,31,"2,379",77.0,69.6,26.4,27,85.0,4,23.0,4,1.65,45.0,40.0,5.0,0.19,-0.68,46.0,25.7,20.3,0.77,-0.02,Chelsea,MF,
Kurt Zouma,fr FRA,24.0,28,"2,344",84.0,68.5,26.0,25,88.0,3,46.0,7,1.71,47.0,37.0,10.0,0.38,-0.03,44.3,25.8,18.6,0.71,-0.19,Chelsea,DF,
Tammy Abraham,eng ENG,21.0,34,"2,215",65.0,64.8,24.6,25,81.0,9,20.0,0,1.82,45.0,34.0,11.0,0.45,0.15,44.1,26.3,17.8,0.72,-0.14,Chelsea,FW,
Mateo Kovačić,hr CRO,25.0,31,"2,073",67.0,60.6,23.0,23,82.0,8,23.0,3,1.74,40.0,37.0,3.0,0.13,-0.67,38.8,25.6,13.2,0.57,-0.51,Chelsea,MF,
Andreas Christensen,dk DEN,23.0,21,"1,751",83.0,51.2,19.5,21,83.0,0,0.0,14,1.62,37.0,33.0,4.0,0.21,-0.39,35.1,21.4,13.6,0.7,-0.15,Chelsea,DF,
N'Golo Kanté,fr FRA,28.0,22,"1,732",79.0,50.6,19.2,20,84.0,2,23.0,0,1.27,28.0,25.0,3.0,0.16,-0.48,30.5,17.2,13.3,0.69,-0.16,Chelsea,MF,
Christian Pulisic,us USA,20.0,25,"1,722",69.0,50.4,19.1,19,82.0,6,27.0,4,1.68,38.0,28.0,10.0,0.52,0.26,34.4,19.3,15.1,0.79,0.03,Chelsea,FW,
Antonio Rüdiger,de GER,26.0,20,"1,710",86.0,50.0,19.0,19,88.0,1,45.0,3,1.65,33.0,24.0,9.0,0.47,0.16,32.3,15.6,16.7,0.88,0.22,Chelsea,DF,
Reece James,eng ENG,19.0,24,"1,515",63.0,44.3,16.8,16,87.0,8,15.0,5,1.88,26.0,23.0,3.0,0.18,-0.39,28.1,14.8,13.3,0.79,0.03,Chelsea,DF,
Marcos Alonso,es ESP,28.0,18,"1,430",79.0,41.8,15.9,15,87.0,3,41.0,9,2.22,39.0,18.0,21.0,1.32,1.59,30.3,16.0,14.3,0.9,0.22,Chelsea,DF,
Fikayo Tomori,eng ENG,21.0,15,"1,291",86.0,37.7,14.3,15,86.0,0,0.0,12,1.93,27.0,18.0,9.0,0.63,0.37,24.1,14.5,9.6,0.67,-0.17,Chelsea,DF,
Ross Barkley,eng ENG,25.0,21,"1,103",53.0,32.3,12.3,13,72.0,8,21.0,7,2.05,27.0,14.0,13.0,1.06,0.98,25.9,10.2,15.7,1.28,0.75,Chelsea,MF,
Emerson Palmieri,it ITA,24.0,15,"1,024",68.0,29.9,11.4,13,77.0,2,10.0,7,1.0,13.0,21.0,-8.0,-0.7,-1.57,19.4,11.6,7.8,0.69,-0.12,Chelsea,DF,
Olivier Giroud,fr FRA,32.0,18,993,55.0,29.0,11.0,12,71.0,6,23.0,7,1.78,20.0,16.0,4.0,0.36,-0.05,18.5,10.2,8.3,0.75,-0.03,Chelsea,FW,
Pedro,es ESP,32.0,11,661,60.0,19.3,7.3,8,81.0,3,5.0,13,1.36,10.0,12.0,-2.0,-0.27,-0.83,12.6,8.2,4.4,0.6,-0.22,Chelsea,FW,
Callum Hudson-Odoi,eng ENG,18.0,22,863,39.0,25.2,9.6,7,85.0,15,18.0,3,1.77,17.0,14.0,3.0,0.31,-0.11,18.0,8.6,9.5,0.99,0.29,Chelsea,FW,
Willy Caballero,ar ARG,37.0,5,450,90.0,13.2,5.0,5,90.0,0,0.0,33,1.6,8.0,7.0,1.0,0.2,-0.22,6.5,4.7,1.8,0.36,-0.48,Chelsea,GK,
Ruben Loftus-Cheek,eng ENG,23.0,7,208,30.0,6.1,2.3,2,60.0,5,18.0,4,2.14,4.0,3.0,1.0,0.43,0.04,4.1,3.6,0.5,0.22,-0.59,Chelsea,MF,FW
Billy Gilmour,sco SCO,18.0,6,194,32.0,5.7,2.2,2,85.0,4,6.0,5,2.67,8.0,3.0,5.0,2.32,2.04,4.3,1.9,2.4,1.11,0.36,Chelsea,MF,
Michy Batshuayi,be BEL,25.0,16,239,15.0,7.0,2.7,1,67.0,15,11.0,12,1.5,5.0,8.0,-3.0,-1.13,-1.64,5.2,2.7,2.5,0.95,0.19,Chelsea,FW,
Tariq Lamptey,eng ENG,18.0,1,32,32.0,0.9,0.4,0,0.0,1,32.0,1,3.0,2.0,0.0,2.0,5.63,5.28,1.4,0.2,1.2,3.4,2.65,Chelsea,DF,
Faustino Anjorin,eng ENG,17.0,1,20,20.0,0.6,0.2,0,0.0,1,20.0,0,3.0,0.0,0.0,0.0,0.0,-0.4,0.1,0.1,0.0,0.14,-0.63,Chelsea,FW,
Armando Broja,al ALB,17.0,1,5,5.0,0.1,0.1,0,0.0,1,5.0,0,3.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.47,-0.3,Chelsea,FW,
Lewis Bate,eng ENG,16.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,MF,
Marc Guéhi,eng ENG,19.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,DF,
Kenedy,br BRA,23.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,FW,MF
Wilfried Zaha,ci CIV,26.0,38,"3,280",86.0,95.9,36.4,37,88.0,1,26.0,0,1.13,31.0,46.0,-15.0,-0.41,2.16,33.0,48.1,-15.1,-0.41,0.89,Crystal Palace,MF,FW
Jordan Ayew,gh GHA,27.0,37,"3,148",85.0,92.0,35.0,37,85.0,0,0.0,1,1.16,28.0,45.0,-17.0,-0.49,0.18,30.3,46.0,-15.8,-0.45,-0.01,Crystal Palace,FW,MF
James McArthur,sco SCO,31.0,37,"3,090",84.0,90.4,34.3,37,84.0,0,0.0,0,1.16,30.0,38.0,-8.0,-0.23,2.77,30.0,43.7,-13.7,-0.4,0.54,Crystal Palace,MF,
Vicente Guaita,es ESP,32.0,35,"3,150",90.0,92.1,35.0,35,90.0,0,0.0,0,1.2,29.0,42.0,-13.0,-0.37,1.63,31.4,44.5,-13.1,-0.37,0.97,Crystal Palace,GK,
Cheikhou Kouyaté,sn SEN,29.0,35,"2,528",72.0,73.9,28.1,29,81.0,6,28.0,3,1.2,24.0,36.0,-12.0,-0.43,0.28,24.8,38.7,-13.9,-0.5,-0.17,Crystal Palace,MF,DF
Patrick van Aanholt,nl NED,28.0,29,"2,507",86.0,73.3,27.9,29,86.0,0,0.0,0,1.24,21.0,38.0,-17.0,-0.61,-0.41,26.4,36.8,-10.4,-0.37,0.28,Crystal Palace,DF,
Luka Milivojević,rs SRB,28.0,31,"2,513",81.0,73.5,27.9,28,88.0,3,17.0,1,1.03,22.0,38.0,-16.0,-0.57,-0.28,23.1,37.5,-14.4,-0.52,-0.25,Crystal Palace,MF,
Joel Ward,eng ENG,29.0,29,"2,382",82.0,69.6,26.5,27,87.0,2,16.0,0,1.0,20.0,36.0,-16.0,-0.6,-0.34,24.3,33.0,-8.7,-0.33,0.4,Crystal Palace,DF,
Gary Cahill,eng ENG,33.0,25,"2,167",87.0,63.4,24.1,25,87.0,0,0.0,2,1.16,20.0,35.0,-15.0,-0.62,-0.34,21.4,33.2,-11.8,-0.49,-0.1,Crystal Palace,DF,
James Tomkins,eng ENG,30.0,18,"1,582",88.0,46.3,17.6,18,88.0,0,0.0,3,0.89,15.0,23.0,-8.0,-0.46,0.08,14.0,24.3,-10.3,-0.59,-0.25,Crystal Palace,DF,
Martin Kelly,eng ENG,29.0,19,"1,549",82.0,45.3,17.2,17,87.0,2,34.0,11,1.47,18.0,16.0,2.0,0.12,1.13,14.8,23.4,-8.6,-0.5,-0.09,Crystal Palace,DF,
James McCarthy,ie IRL,28.0,33,"1,680",51.0,49.1,18.7,16,84.0,17,20.0,5,1.09,15.0,29.0,-14.0,-0.75,-0.49,18.0,25.2,-7.2,-0.38,0.13,Crystal Palace,MF,
Andros Townsend,eng ENG,28.0,24,"1,294",54.0,37.8,14.4,14,81.0,10,16.0,5,1.04,8.0,23.0,-15.0,-1.04,-0.87,11.2,19.6,-8.4,-0.58,-0.21,Crystal Palace,MF,
Scott Dann,eng ENG,32.0,16,"1,266",79.0,37.0,14.1,14,88.0,2,19.0,15,1.13,10.0,14.0,-4.0,-0.28,0.34,13.4,18.4,-5.1,-0.36,0.14,Crystal Palace,DF,
Christian Benteke,be BEL,28.0,24,"1,261",53.0,36.9,14.0,13,86.0,11,13.0,3,1.21,11.0,18.0,-7.0,-0.5,0.0,13.7,20.4,-6.7,-0.48,-0.04,Crystal Palace,FW,
Jeffrey Schlupp,gh GHA,26.0,17,"1,036",61.0,30.3,11.5,11,79.0,6,28.0,2,1.24,11.0,16.0,-5.0,-0.43,0.09,9.9,13.8,-3.9,-0.34,0.16,Crystal Palace,MF,DF
Mamadou Sakho,fr FRA,29.0,14,931,67.0,27.2,10.3,11,73.0,3,42.0,2,1.07,7.0,21.0,-14.0,-1.35,-1.17,9.0,16.2,-7.2,-0.7,-0.34,Crystal Palace,DF,
Jaïro Riedewald,nl NED,22.0,17,769,45.0,22.5,8.5,7,79.0,10,22.0,11,1.12,7.0,9.0,-2.0,-0.23,0.34,7.7,12.5,-4.8,-0.56,-0.14,Crystal Palace,DF,MF
Max Meyer,de GER,23.0,17,655,39.0,19.2,7.3,6,73.0,11,20.0,16,0.65,5.0,11.0,-6.0,-0.82,-0.4,6.5,11.0,-4.5,-0.61,-0.2,Crystal Palace,MF,FW
Wayne Hennessey,wal WAL,32.0,3,270,90.0,7.9,3.0,3,90.0,0,0.0,34,0.33,2.0,8.0,-6.0,-2.0,-1.63,2.4,6.5,-4.0,-1.35,-0.97,Crystal Palace,GK,
Tyrick Mitchell,eng ENG,19.0,4,195,49.0,5.7,2.2,2,90.0,2,8.0,7,0.25,1.0,4.0,-3.0,-1.38,-0.94,1.7,2.5,-0.8,-0.35,0.11,Crystal Palace,DF,
Cenk Tosun,tr TUR,28.0,5,177,35.0,5.2,2.0,2,74.0,3,10.0,0,1.6,1.0,2.0,-1.0,-0.51,-0.01,2.2,3.4,-1.2,-0.6,-0.16,Crystal Palace,FW,
Connor Wickham,eng ENG,26.0,6,96,16.0,2.8,1.1,0,0.0,6,16.0,7,1.0,3.0,2.0,1.0,0.94,1.48,2.0,1.7,0.3,0.29,0.77,Crystal Palace,FW,MF
Brandon Pierrick,eng ENG,17.0,2,15,8.0,0.4,0.2,0,0.0,2,8.0,15,0.5,1.0,0.0,1.0,6.0,6.53,0.0,0.0,0.0,0.0,0.0,Crystal Palace,MF,
Víctor Camarasa,es ESP,25.0,1,6,6.0,0.2,0.1,0,0.0,1,6.0,10,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.1,2.14,2.6,Crystal Palace,MF,
James Daly,eng ENG,19.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,FW,
John-Kymani Gordon,eng ENG,16.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,FW,
Stephen Henderson,ie IRL,31.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,GK,
Nya Kirby,eng ENG,19.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,MF,
Giovanni McGregor,eng ENG,20.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,MF,
Nikola Tavares,hr CRO,20.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,DF,
Sam Woods,eng ENG,20.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,DF,
Jordan Pickford,eng ENG,25.0,38,"3,420",90.0,100.0,38.0,38,90.0,0,0.0,0,1.29,44.0,56.0,-12.0,-0.32,0.0,48.3,47.3,1.0,0.03,0.0,Everton,GK,
Richarlison,br BRA,22.0,36,"3,070",85.0,89.8,34.1,36,85.0,0,0.0,0,1.31,39.0,51.0,-12.0,-0.35,-0.35,43.3,41.9,1.4,0.04,0.13,Everton,FW,
Lucas Digne,fr FRA,26.0,35,"3,030",87.0,88.6,33.7,35,87.0,0,0.0,1,1.29,37.0,49.0,-12.0,-0.36,-0.36,39.5,41.7,-2.2,-0.06,-0.8,Everton,DF,
Dominic Calvert-Lewin,eng ENG,22.0,36,"2,626",73.0,76.8,29.2,30,84.0,6,18.0,2,1.28,36.0,43.0,-7.0,-0.24,0.33,37.1,38.0,-0.9,-0.03,-0.25,Everton,FW,
Gylfi Sigurðsson,is ISL,29.0,35,"2,560",73.0,74.9,28.4,28,84.0,7,31.0,0,1.31,35.0,45.0,-10.0,-0.35,-0.14,37.2,36.8,0.4,0.01,-0.06,Everton,MF,
Michael Keane,eng ENG,26.0,31,"2,559",83.0,74.8,28.4,28,90.0,3,13.0,6,1.39,32.0,42.0,-10.0,-0.35,-0.14,35.8,37.9,-2.1,-0.07,-0.4,Everton,DF,
Yerry Mina,co COL,24.0,29,"2,284",79.0,66.8,25.4,25,88.0,4,24.0,2,1.28,28.0,37.0,-9.0,-0.35,-0.12,31.5,30.9,0.6,0.02,-0.02,Everton,DF,
Mason Holgate,eng ENG,22.0,27,"2,054",76.0,60.1,22.8,24,85.0,3,8.0,7,1.52,30.0,34.0,-4.0,-0.18,0.35,31.5,27.4,4.1,0.18,0.38,Everton,DF,
Tom Davies,eng ENG,21.0,30,"2,027",68.0,59.3,22.5,23,83.0,7,16.0,6,1.33,21.0,34.0,-13.0,-0.58,-0.64,26.5,31.8,-5.3,-0.23,-0.64,Everton,MF,
Séamus Coleman,ie IRL,30.0,27,"1,839",68.0,53.8,20.4,21,81.0,6,24.0,6,1.3,19.0,28.0,-9.0,-0.44,-0.27,23.8,28.1,-4.3,-0.21,-0.51,Everton,DF,
Alex Iwobi,ng NGA,23.0,25,"1,596",64.0,46.7,17.7,19,72.0,6,37.0,5,1.08,23.0,30.0,-7.0,-0.39,-0.15,20.1,24.5,-4.4,-0.25,-0.51,Everton,MF,FW
Djibril Sidibé,fr FRA,27.0,25,"1,824",73.0,53.3,20.3,18,85.0,7,41.0,6,1.32,27.0,30.0,-3.0,-0.15,0.36,29.2,22.7,6.5,0.32,0.63,Everton,DF,
André Gomes,pt POR,26.0,19,"1,458",77.0,42.6,16.2,17,83.0,2,20.0,0,1.26,15.0,20.0,-5.0,-0.31,0.01,17.2,17.6,-0.3,-0.02,-0.08,Everton,MF,
Theo Walcott,eng ENG,30.0,25,"1,287",51.0,37.6,14.3,17,65.0,8,22.0,3,1.4,21.0,19.0,2.0,0.14,0.73,22.4,15.3,7.1,0.5,0.75,Everton,MF,FW
Bernard,br BRA,26.0,27,"1,280",47.0,37.4,14.2,15,68.0,12,22.0,6,1.3,14.0,12.0,2.0,0.14,0.73,17.2,13.5,3.8,0.26,0.38,Everton,MF,FW
Fabian Delph,eng ENG,29.0,16,"1,190",74.0,34.8,13.2,13,86.0,3,23.0,1,1.19,17.0,24.0,-7.0,-0.53,-0.33,18.7,15.4,3.3,0.25,0.34,Everton,MF,
Morgan Schneiderlin,fr FRA,29.0,15,"1,001",67.0,29.3,11.1,12,79.0,3,19.0,4,0.93,15.0,20.0,-5.0,-0.45,-0.19,16.6,13.1,3.5,0.32,0.41,Everton,MF,
Moise Kean,it ITA,19.0,29,852,29.0,24.9,9.5,6,73.0,23,18.0,7,1.03,12.0,15.0,-3.0,-0.32,0.0,15.1,12.2,2.9,0.3,0.37,Everton,FW,
Anthony Gordon,eng ENG,18.0,11,440,40.0,12.9,4.9,4,66.0,7,25.0,5,1.18,4.0,6.0,-2.0,-0.41,-0.11,4.3,7.0,-2.7,-0.56,-0.67,Everton,MF,FW
Leighton Baines,eng ENG,34.0,8,404,51.0,11.8,4.5,4,76.0,4,25.0,19,1.38,7.0,9.0,-2.0,-0.45,-0.15,8.1,6.1,2.1,0.46,0.5,Everton,DF,
Jarrad Branthwaite,eng ENG,17.0,4,300,75.0,8.8,3.3,2,90.0,2,60.0,5,1.0,3.0,5.0,-2.0,-0.6,-0.31,3.3,5.0,-1.8,-0.53,-0.61,Everton,DF,
Cenk Tosun,tr TUR,28.0,5,291,58.0,8.5,3.2,2,82.0,3,43.0,11,1.0,2.0,4.0,-2.0,-0.62,-0.33,3.2,3.5,-0.3,-0.09,-0.12,Everton,FW,
Jean-Philippe Gbamin,ci CIV,23.0,2,136,68.0,4.0,1.5,1,90.0,1,46.0,0,2.0,1.0,0.0,1.0,0.66,1.02,1.2,1.6,-0.4,-0.26,-0.3,Everton,MF,
Oumar Niasse,sn SEN,29.0,3,22,7.0,0.6,0.2,0,0.0,3,7.0,1,1.0,0.0,2.0,-2.0,-8.18,-7.92,0.2,0.8,-0.6,-2.35,-2.4,Everton,FW,
Beni Baningime,cd COD,20.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,MF,
Lewis Gibson,eng ENG,19.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,DF,
Jonas Lössl,dk DEN,30.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,GK,
Cuco Martina,cw CUW,29.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,DF,MF
Ellis Simms,eng ENG,18.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,FW,
Maarten Stekelenburg,nl NED,36.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,GK,
João Virgínia,pt POR,19.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,GK,
Kasper Schmeichel,dk DEN,32.0,38,"3,420",90.0,100.0,38.0,38,90.0,0,0.0,0,1.63,67.0,41.0,26.0,0.68,0.0,60.7,44.8,16.0,0.42,0.0,Leicester City,GK,
Jonny Evans,nir NIR,31.0,38,"3,383",89.0,98.9,37.6,38,89.0,0,0.0,0,1.63,64.0,40.0,24.0,0.64,-4.23,58.6,43.5,15.1,0.4,-1.64,Leicester City,DF,
Çağlar Söyüncü,tr TUR,23.0,34,"3,036",89.0,88.8,33.7,34,89.0,0,0.0,1,1.65,63.0,33.0,30.0,0.89,1.83,53.4,41.3,12.1,0.36,-0.55,Leicester City,DF,
Jamie Vardy,eng ENG,32.0,35,"3,033",87.0,88.7,33.7,34,88.0,1,32.0,0,1.6,58.0,38.0,20.0,0.59,-0.8,53.1,40.3,12.7,0.38,-0.38,Leicester City,FW,
Youri Tielemans,be BEL,22.0,37,"2,828",76.0,82.7,31.4,32,86.0,5,17.0,1,1.59,57.0,35.0,22.0,0.7,0.09,50.8,37.2,13.5,0.43,0.06,Leicester City,MF,
