player,nationality,position,age,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches,team
Christian Eriksen,dk DEN,"MF,FW",27,12.2,549,743,73.9,10139,2773,7,19,36.8,419,499,84.0,123,225,54.7,2,1.9,+0.1,23,58,21,1,76,Matches,Tottenham
Danny Rose,eng ENG,DF,29,9.9,435,572,76.0,7649,3168,5,21,23.8,361,410,88.0,69,141,48.9,0,0.7,-0.7,10,34,12,4,74,Matches,Tottenham
Steven Bergwijn,nl NED,"FW,MF",21,7.8,225,259,86.9,3150,545,10,15,66.7,193,215,89.8,22,29,75.9,1,1.0,0.0,13,10,11,4,18,Matches,Tottenham
Japhet Tanganga,eng ENG,DF,20,5.8,188,232,81.0,3242,1096,1,13,7.7,148,166,89.2,39,53,73.6,0,0.0,0.0,0,9,0,0,17,Matches,Tottenham
Ryan Sessegnon,eng ENG,DF,19,3.8,145,195,74.4,2401,925,1,8,12.5,122,143,85.3,22,44,50.0,0,0.0,0.0,2,13,2,1,20,Matches,Tottenham
Kyle Walker-Peters,eng ENG,DF,22,2.7,183,214,85.5,3054,762,1,8,12.5,156,165,94.5,26,41,63.4,0,0.1,-0.1,2,12,1,0,14,Matches,Tottenham
Oliver Skipp,eng ENG,"MF,DF",18,0.9,33,38,86.8,626,152,0,0,,25,29,86.2,8,9,88.9,0,0.0,0.0,0,4,0,0,3,Matches,Tottenham
Juan Foyth,ar ARG,DF,21,0.8,53,60,88.3,1027,341,0,0,,40,43,93.0,13,17,76.5,0,0.0,0.0,1,3,0,0,6,Matches,Tottenham
Gedson Fernandes,pt POR,"MF,DF",20,0.8,40,51,78.4,576,169,3,5,60.0,32,36,88.9,5,10,50.0,0,0.2,-0.2,2,1,3,1,8,Matches,Tottenham
Victor Wanyama,ke KEN,MF,28,0.3,18,19,94.7,382,127,2,2,100.0,11,12,91.7,5,5,100.0,0,0.0,0.0,0,3,0,0,5,Matches,Tottenham
Troy Parrott,ie IRL,MF,17,0.1,5,5,100.0,92,25,0,0,,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,Tottenham
Georges-Kévin N'Koudou,fr FRA,FW,24,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,Tottenham
Ben Foster,eng ENG,GK,36,38.0,533,1201,44.4,24833,20210,1,1,100.0,126,129,97.7,406,1071,37.9,0,0.0,0.0,0,30,2,0,4,Matches,Watford
Abdoulaye Doucouré,fr FRA,MF,26,35.1,1302,1658,78.5,21942,4818,44,112,39.3,1029,1240,83.0,229,306,74.8,2,2.6,-0.6,33,119,31,4,110,Matches,Watford
Étienne Capoue,fr FRA,MF,31,29.2,1158,1430,81.0,24229,6420,21,40,52.5,827,955,86.6,310,435,71.3,3,3.0,0.0,19,129,9,1,137,Matches,Watford
Craig Cathcart,nir NIR,DF,30,27.6,719,864,83.2,15703,4906,7,14,50.0,471,521,90.4,241,329,73.3,0,0.0,0.0,1,38,3,1,44,Matches,Watford
Will Hughes,eng ENG,"MF,FW",24,25.0,676,920,73.5,10570,3701,19,57,33.3,573,684,83.8,84,179,46.9,1,1.3,-0.3,22,64,23,4,95,Matches,Watford
Craig Dawson,eng ENG,DF,29,26.2,729,908,80.3,17549,5757,4,14,28.6,426,485,87.8,299,409,73.1,0,0.3,-0.3,4,57,2,0,53,Matches,Watford
Christian Kabasele,be BEL,DF,28,25.0,484,636,76.1,11103,4143,9,18,50.0,302,346,87.3,173,272,63.6,2,0.5,+1.5,3,38,0,0,35,Matches,Watford
Kiko Femenía,es ESP,DF,28,24.9,996,1290,77.2,16217,6758,21,48,43.8,834,992,84.1,141,250,56.4,0,1.6,-1.6,19,56,28,16,160,Matches,Watford
Troy Deeney,eng ENG,FW,31,24.7,405,707,57.3,6233,2062,13,48,27.1,340,542,62.7,52,117,44.4,2,3.4,-1.4,27,49,25,1,72,Matches,Watford
Gerard Deulofeu,es ESP,FW,25,23.3,603,823,73.3,10186,2555,26,73,35.6,461,558,82.6,116,192,60.4,5,4.6,+0.4,45,30,29,2,75,Matches,Watford
Ismaila Sarr,sn SEN,"FW,MF",21,22.5,438,602,72.8,6743,1814,13,36,36.1,371,461,80.5,54,105,51.4,4,3.3,+0.7,26,14,32,15,53,Matches,Watford
Adam Masina,it ITA,DF,25,20.2,582,934,62.3,11968,6034,11,47,23.4,419,526,79.7,152,361,42.1,0,0.6,-0.6,13,57,15,12,131,Matches,Watford
Roberto Pereyra,ar ARG,"FW,MF",28,18.3,538,654,82.3,8707,1972,21,38,55.3,437,498,87.8,80,118,67.8,0,1.8,-1.8,18,33,15,4,55,Matches,Watford
Adrian Mariappa,jm JAM,DF,32,16.8,426,585,72.8,8470,3770,9,18,50.0,296,359,82.5,121,208,58.2,0,0.4,-0.4,4,32,3,3,70,Matches,Watford
José Holebas,gr GRE,DF,35,11.4,431,608,70.9,8294,3850,11,20,55.0,316,374,84.5,104,214,48.6,0,0.7,-0.7,10,43,8,5,92,Matches,Watford
Tom Cleverley,eng ENG,MF,29,10.8,366,469,78.0,5942,1964,17,25,68.0,297,337,88.1,52,107,48.6,0,0.5,-0.5,14,35,13,4,53,Matches,Watford
Nathaniel Chalobah,eng ENG,MF,24,10.3,263,358,73.5,4592,1235,7,22,31.8,215,264,81.4,41,72,56.9,1,1.2,-0.2,8,24,4,0,39,Matches,Watford
Danny Welbeck,eng ENG,"FW,MF",28,9.1,131,168,78.0,1789,445,6,13,46.2,116,141,82.3,9,14,64.3,0,0.2,-0.2,3,10,4,0,13,Matches,Watford
Andre Gray,eng ENG,FW,28,8.4,102,155,65.8,1520,341,6,19,31.6,83,115,72.2,13,21,61.9,0,1.6,-1.6,8,8,6,1,10,Matches,Watford
Daryl Janmaat,nl NED,DF,30,6.7,257,341,75.4,4290,1698,7,18,38.9,213,238,89.5,37,85,43.5,1,0.4,+0.6,7,23,10,5,47,Matches,Watford
Dimitri Foulquier,fr FRA,"MF,DF",26,0.7,10,13,76.9,172,63,1,2,50.0,6,6,100.0,3,5,60.0,0,0.0,0.0,1,1,0,0,2,Matches,Watford
Sebastian Prödl,at AUT,DF,32,0.6,6,10,60.0,81,55,0,0,,6,7,85.7,0,3,0.0,0,0.0,0.0,0,0,0,0,1,Matches,Watford
Ignacio Pussetto,ar ARG,"FW,DF",23,0.8,18,31,58.1,282,145,1,1,100.0,13,19,68.4,4,11,36.4,0,0.0,0.0,0,1,1,0,3,Matches,Watford
Isaac Success,ng NGA,"FW,MF",23,0.8,14,21,66.7,155,37,3,4,75.0,10,16,62.5,1,1,100.0,0,0.1,-0.1,1,0,2,0,2,Matches,Watford
João Pedro,br BRA,"FW,MF",17,0.3,10,14,71.4,149,37,1,2,50.0,8,10,80.0,1,2,50.0,0,0.2,-0.2,1,1,1,1,2,Matches,Watford
Domingos Quina,pt POR,MF,19,0.2,9,9,100.0,135,21,0,0,,8,8,100.0,1,1,100.0,0,0.0,0.0,0,0,1,0,1,Matches,Watford
Declan Rice,eng ENG,MF,20,38.0,1476,1717,86.0,30017,7536,33,65,50.8,1040,1134,91.7,403,518,77.8,3,1.4,+1.6,22,159,18,9,123,Matches,West Ham
Mark Noble,eng ENG,MF,32,29.7,1217,1499,81.2,24638,7026,21,62,33.9,853,990,86.2,343,447,76.7,3,3.0,0.0,41,131,29,3,161,Matches,West Ham
Angelo Ogbonna,it ITA,DF,31,31.0,744,945,78.7,16486,5262,4,15,26.7,494,562,87.9,246,368,66.8,0,0.1,-0.1,2,44,2,0,40,Matches,West Ham
Issa Diop,fr FRA,DF,22,30.7,755,948,79.6,15502,5630,17,39,43.6,517,588,87.9,221,321,68.8,1,0.8,+0.2,4,51,2,0,44,Matches,West Ham
Aaron Cresswell,eng ENG,DF,29,30.3,1241,1681,73.8,21623,10692,18,88,20.5,1005,1151,87.3,218,442,49.3,0,2.0,-2.0,23,115,22,15,217,Matches,West Ham
Ryan Fredericks,eng ENG,DF,26,24.9,795,1096,72.5,12813,5421,23,68,33.8,658,807,81.5,114,221,51.6,3,2.4,+0.6,25,43,25,15,107,Matches,West Ham
Łukasz Fabiański,pl POL,GK,34,23.5,378,672,56.3,17199,13323,1,3,33.3,82,83,98.8,295,586,50.3,0,0.0,0.0,0,7,0,0,0,Matches,West Ham
Sébastien Haller,fr FRA,FW,25,25.2,522,766,68.1,7368,1479,26,59,44.1,446,622,71.7,50,85,58.8,1,1.9,-0.9,24,48,14,2,47,Matches,West Ham
Pablo Fornals,es ESP,"MF,FW",23,24.1,680,897,75.8,10962,3027,28,74,37.8,555,654,84.9,97,169,57.4,5,2.1,+2.9,18,49,27,6,77,Matches,West Ham
Felipe Anderson,br BRA,"MF,FW",26,16.6,725,934,77.6,12045,3503,21,63,33.3,596,720,82.8,108,151,71.5,4,2.9,+1.1,26,48,33,6,94,Matches,West Ham
Michail Antonio,eng ENG,FW,29,19.6,325,507,64.1,5127,1297,15,55,27.3,262,354,74.0,48,98,49.0,3,2.8,+0.2,21,21,14,8,45,Matches,West Ham
Robert Snodgrass,sco SCO,"MF,FW",31,16.8,435,635,68.5,7990,2676,11,35,31.4,331,403,82.1,93,197,47.2,5,2.7,+2.3,33,31,14,2,82,Matches,West Ham
Manuel Lanzini,ar ARG,"MF,FW",26,15.3,674,798,84.5,10954,3118,29,43,67.4,539,601,89.7,106,154,68.8,2,2.6,-0.6,31,66,15,3,89,Matches,West Ham
Fabián Balbuena,py PAR,DF,27,13.1,361,487,74.1,8135,2892,3,12,25.0,219,260,84.2,139,215,64.7,0,0.0,0.0,0,24,2,0,30,Matches,West Ham
Tomáš Souček,cz CZE,MF,24,11.6,274,392,69.9,4852,1163,10,22,45.5,210,285,73.7,54,85,63.5,0,0.4,-0.4,2,25,4,0,23,Matches,West Ham
Jarrod Bowen,eng ENG,FW,22,10.2,188,276,68.1,3704,1215,7,26,26.9,137,163,84.0,44,87,50.6,4,2.3,+1.7,14,12,9,4,32,Matches,West Ham
Andriy Yarmolenko,ua UKR,"MF,FW",29,11.0,338,424,79.7,5557,1383,14,26,53.8,266,303,87.8,58,95,61.1,1,2.6,-1.6,18,13,11,3,43,Matches,West Ham
Arthur Masuaku,cd COD,DF,25,10.4,472,588,80.3,7530,2993,12,33,36.4,396,449,88.2,64,106,60.4,1,1.0,0.0,6,27,5,3,51,Matches,West Ham
Roberto,es ESP,GK,33,7.6,113,232,48.7,4456,3562,1,1,100.0,38,38,100.0,74,193,38.3,0,0.0,0.0,0,0,0,0,0,Matches,West Ham
Pablo Zabaleta,ar ARG,DF,34,6.6,247,326,75.8,4075,1850,1,14,7.1,211,246,85.8,35,66,53.0,0,0.4,-0.4,4,28,6,2,49,Matches,West Ham
Jeremy Ngakia,eng ENG,DF,18,4.9,89,161,55.3,1410,740,0,6,0.0,77,109,70.6,12,46,26.1,0,0.0,0.0,0,3,2,1,14,Matches,West Ham
David Martin,eng ENG,GK,33,4.8,55,124,44.4,2858,2411,0,0,,7,7,100.0,48,117,41.0,0,0.0,0.0,0,2,0,0,0,Matches,West Ham
Ben Johnson,eng ENG,DF,19,3.0,111,161,68.9,1947,960,2,10,20.0,97,114,85.1,12,37,32.4,0,0.2,-0.2,2,14,4,3,24,Matches,West Ham
Jack Wilshere,eng ENG,MF,27,2.4,61,73,83.6,842,162,1,3,33.3,55,61,90.2,5,9,55.6,0,0.0,0.0,0,3,0,0,1,Matches,West Ham
Darren Randolph,ie IRL,GK,32,2.0,22,40,55.0,1244,1093,0,0,,2,2,100.0,20,38,52.6,0,0.0,0.0,0,3,0,0,0,Matches,West Ham
Carlos Sánchez,co COL,"MF,DF",33,1.3,45,55,81.8,821,218,1,1,100.0,36,41,87.8,8,13,61.5,0,0.0,0.0,0,2,0,0,2,Matches,West Ham
Javier Hernández,mx MEX,FW,31,1.2,19,22,86.4,312,50,3,4,75.0,14,16,87.5,2,2,100.0,0,0.0,0.0,0,2,1,0,3,Matches,West Ham
Albian Ajeti,ch SUI,"MF,FW",22,1.5,15,18,83.3,152,8,1,1,100.0,14,17,82.4,0,0,,0,0.1,-0.1,2,0,0,0,0,Matches,West Ham
Nathan Holland,eng ENG,MF,21,0.4,11,14,78.6,137,49,0,0,,11,13,84.6,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches,West Ham
Conor Coady,eng ENG,DF,26,38.0,1531,1782,85.9,42431,14933,10,23,43.5,758,809,93.7,763,950,80.3,0,0.7,-0.7,5,117,7,0,57,Matches,Wolves
Rui Patrício,pt POR,GK,31,38.0,550,862,63.8,22555,15403,2,2,100.0,147,150,98.0,401,710,56.5,0,0.0,0.0,0,5,0,0,0,Matches,Wolves
Raúl Jiménez,mx MEX,FW,28,36.0,732,1009,72.5,11843,2719,30,99,30.3,575,710,81.0,127,200,63.5,6,5.5,+0.5,42,63,24,4,85,Matches,Wolves
Rúben Neves,pt POR,MF,22,34.0,1587,1974,80.4,38298,9144,11,32,34.4,953,1100,86.6,623,842,74.0,2,2.0,0.0,27,176,24,2,153,Matches,Wolves
João Moutinho,pt POR,MF,32,34.5,1614,2022,79.8,35525,8825,17,56,30.4,1063,1192,89.2,534,774,69.0,6,6.3,-0.3,80,154,33,12,242,Matches,Wolves
Jonny Castro,es ESP,DF,25,32.1,1177,1445,81.5,17880,5888,28,77,36.4,1034,1190,86.9,115,178,64.6,2,0.9,+1.1,19,52,21,5,135,Matches,Wolves
Matt Doherty,ie IRL,DF,27,31.5,1369,1793,76.4,22390,9051,33,86,38.4,1133,1380,82.1,203,327,62.1,3,1.7,+1.3,23,86,18,9,239,Matches,Wolves
Leander Dendoncker,be BEL,"MF,DF",24,31.1,1087,1284,84.7,22070,4878,8,36,22.2,799,921,86.8,280,327,85.6,0,0.6,-0.6,7,54,4,1,59,Matches,Wolves
Romain Saïss,ma MAR,DF,29,30.1,1252,1541,81.2,27996,10398,8,37,21.6,839,937,89.5,405,567,71.4,1,0.5,+0.5,7,119,9,0,118,Matches,Wolves
Adama Traoré,es ESP,"FW,MF",23,28.9,621,942,65.9,10779,2798,11,65,16.9,506,671,75.4,104,206,50.5,9,6.5,+2.5,50,45,45,32,110,Matches,Wolves
Diogo Jota,pt POR,"FW,MF",22,25.4,681,861,79.1,11169,2084,21,54,38.9,567,685,82.8,93,122,76.2,1,3.8,-2.8,32,39,21,6,64,Matches,Wolves
Willy Boly,fr FRA,DF,28,22.0,793,959,82.7,15344,6020,9,21,42.9,606,671,90.3,178,267,66.7,1,0.3,+0.7,4,36,2,0,38,Matches,Wolves
Pedro Neto,pt POR,"FW,MF",19,10.4,303,397,76.3,4926,979,14,37,37.8,240,284,84.5,49,76,64.5,3,2.3,+0.7,15,15,8,4,35,Matches,Wolves
Ryan Bennett,eng ENG,DF,29,6.7,185,239,77.4,4158,1593,3,4,75.0,115,136,84.6,67,99,67.7,0,0.1,-0.1,2,23,1,0,19,Matches,Wolves
Rúben Vinagre,pt POR,DF,20,7.2,257,344,74.7,4282,1290,2,21,9.5,221,259,85.3,34,64,53.1,0,0.5,-0.5,5,10,6,6,23,Matches,Wolves
Patrick Cutrone,it ITA,FW,21,3.3,38,56,67.9,487,66,2,2,100.0,36,49,73.5,0,5,0.0,0,0.0,0.0,1,2,0,0,1,Matches,Wolves
Daniel Podence,pt POR,"FW,MF",23,3.2,74,105,70.5,1110,232,4,7,57.1,62,80,77.5,8,18,44.4,0,0.4,-0.4,5,3,3,0,9,Matches,Wolves
Max Kilman,eng ENG,DF,22,2.1,72,90,80.0,1391,547,1,3,33.3,55,62,88.7,16,25,64.0,0,0.0,0.0,0,4,0,0,9,Matches,Wolves
Jesús Vallejo,es ESP,DF,22,1.8,81,104,77.9,1815,601,1,1,100.0,50,59,84.7,30,44,68.2,0,0.0,0.0,0,7,1,0,5,Matches,Wolves
Morgan Gibbs-White,eng ENG,"MF,FW",19,1.4,66,82,80.5,1160,293,0,1,0.0,55,63,87.3,11,18,61.1,0,0.1,-0.1,3,5,3,0,8,Matches,Wolves
Bruno Jordão,pt POR,FW,20,0.1,2,5,40.0,47,11,0,0,,1,3,33.3,1,2,50.0,0,0.0,0.0,0,0,0,0,1,Matches,Wolves
